"Id","Title","Release_date","imdb_rating"
"100271","A Letter to Momo","2012-04-21",""
"25623","House","1977-08-26",""
"10474","The Basketball Diaries","1995-04-21",""
"760","The Mad Adventures of Rabbi Jacob","1973-10-17",""
"140","Bad Education","2004-03-19",""
"245913","Pel?: Birth of a Legend","2016-05-06",""
"1669","The Hunt for Red October","1990-03-02",""
"853","Enemy at the Gates","2001-03-14",""
"453395","Doctor Strange in the Multiverse of Madness","2022-05-04",""
"12902","Scooby-Doo! and the Loch Ness Monster","2004-06-21",""
"350","The Devil Wears Prada","2006-06-29",""
"845222","Kingdom: Ashin of the North","2021-07-23",""
"583406","Judas and the Black Messiah","2021-02-12",""
"432836","Memoir of a Murderer","2017-09-07",""
"64682","The Great Gatsby","2013-05-10",""
"9504","Glengarry Glen Ross","1992-09-15",""
"8681","Taken","2008-02-18",""
"4011","Beetlejuice","1988-03-30",""
"615643","Minari","2021-02-12",""
"614587","Lupin III: The First","2019-12-06",""
"417320","Descendants 2","2017-07-21",""
"45317","The Fighter","2010-12-10",""
"38985","Sorcerer","1977-06-24",""
"36998","The Eighth Day","1996-05-22",""
"2291","Jacob's Ladder","1990-11-02",""
"631132","Goblin Slayer: Goblin's Crown","2020-02-01",""
"432616","Promise at Dawn","2017-12-20",""
"4232","Scream","1996-12-20",""
"1116","The Wind That Shakes the Barley","2006-03-23",""
"249164","If I Stay","2014-08-21",""
"37211","Scooby-Doo! and the Reluctant Werewolf","1988-11-13",""
"11589","Kelly's Heroes","1970-06-22","7.6/10"
"9426","The Fly","1986-08-15",""
"514575","A Twelve-Year Night","2018-09-20",""
"111969","Stuck in Love","2013-06-14",""
"21450","Naked","1993-09-14",""
"7863","Shine","1996-08-15","4.7/10"
"446893","Trolls World Tour","2020-03-11",""
"628","Interview with the Vampire","1994-11-11",""
"583689","Moxie","2021-03-03",""
"536554","M3GAN","2022-12-28",""
"247645","Queen","2014-03-07",""
"88273","A Royal Affair","2012-03-29",""
"9454","EverAfter","1998-07-31",""
"1542","Office Space","1999-02-19",""
"756","Fantasia","1940-11-13",""
"258893","Scooby-Doo! WrestleMania Mystery","2014-03-25",""
"44012","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","1976-01-21",""
"34647","Enter the Void","2009-06-17",""
"12311","Mutiny on the Bounty","1935-11-22",""
"4107","Bloody Sunday","2002-01-16",""
"289222","The Zookeeper's Wife","2017-03-24",""
"2798","Oscar","1967-10-11",""
"527","Once Were Warriors","1994-09-02",""
"14645","Santa Claus Is a Stinker","1982-08-25",""
"1245","The Remains of the Day","1993-11-05",""
"846433","The Enforcer","2022-09-22",""
"401306","The Seventh Company Has Been Found","1975-12-10",""
"22164","Blood and Bone","2009-02-07",""
"16320","Serenity","2005-09-25",""
"88018","The Skeleton Dance","1929-08-29",""
"13004","Barbie and the Diamond Castle","2008-09-03",""
"39486","Secretariat","2010-08-20",""
"15764","Sophie's Choice","1982-12-08",""
"9662","The Triplets of Belleville","2003-06-11",""
"1645","A Time to Kill","1996-07-24","7.1/10"
"520172","Happiest Season","2020-11-26",""
"39356","Boy","2010-02-14",""
"33701","French Fried Vacation 2: The Bronz?s go Skiing","1979-11-22",""
"13382","Rudolph the Red-Nosed Reindeer","1964-12-06","6.3/10"
"2899","Asterix & Obelix: Mission Cleopatra","2002-01-30",""
"2252","Eastern Promises","2007-09-14",""
"687","Dead Man Walking","1995-12-29",""
"269258","Head Full of Honey","2014-12-25",""
"13189","A Christmas Carol","1984-10-09",""
"11881","Miracle on 34th Street","1947-06-04",""
"4133","Blow","2001-04-04",""
"522369","Sorry We Missed You","2019-10-04",""
"374461","Mr. Church","2016-09-16",""
"21956","Scooby-Doo! and the Monster of Mexico","2003-09-30",""
"13188","Scrooge","1951-11-28",""
"4032","My Girl","1991-01-01",""
"814","An American Werewolf in London","1981-08-21",""
"802","Lolita","1962-06-13",""
"474395","Teen Titans Go! To the Movies","2018-07-27",""
"332270","Battle for Sevastopol","2015-04-02",""
"205220","Philomena","2013-11-01",""
"157354","Fruitvale Station","2013-07-26",""
"855","Black Hawk Down","2001-12-28",""
"80278","The Impossible","2012-09-09",""
"14534","Rudy","1993-09-17",""
"13635","Mesrine: Killer Instinct","2008-10-22",""
"1554","Down by Law","1986-09-20",""
"15080","Only Yesterday","1991-07-20",""
"846214","The Simpsons: The Good, the Bart, and the Loki","2021-07-07",""
"626735","Dog","2022-02-17",""
"302528","Remember","2015-10-23",""
"457","Sissi","1955-12-22",""
"590223","Love and Monsters","2020-10-16",""
"429174","Loveless","2017-06-01",""
"307081","Southpaw","2015-03-24",""
"20312","Interstate 60","2002-04-13",""
"18874","Ghost in the Shell: Stand Alone Complex ? Solid State Society","2006-09-01",""
"7452","The Cook, the Thief, His Wife & Her Lover","1989-10-13",""
"2134","The Time Machine","1960-05-25",""
"840","Close Encounters of the Third Kind","1977-11-18",""
"379291","Justice League vs. Teen Titans","2016-05-13",""
"360606","Adventures in Babysitting","2016-06-24",""
"21484","Possession","1981-05-27",""
"17681","Scooby-Doo! and the Witch's Ghost","1999-11-05",""
"10975","Operation Condor","1991-02-07",""
"10437","The Muppet Christmas Carol","1992-12-10",""
"10024","My Sister's Keeper","2009-06-26",""
"547258","Play","2019-09-04",""
"81188","Rise of the Guardians","2012-11-21",""
"37775","Bianco, rosso e Verdone","1981-02-20",""
"65754","The Girl with the Dragon Tattoo","2011-12-14",""
"13321","Lifeboat","1944-01-28",""
"11230","Drunken Master","1978-10-05",""
"6003","Romeo and Juliet","1968-04-02",""
"454626","Sonic the Hedgehog","2020-02-12",""
"13446","Withnail & I","1987-06-19",""
"37094","Falling Down","1993-02-26",""
"12776","Johnny Stecchino","1991-10-24",""
"506528","Harriet","2019-11-01",""
"113082","Berserk: The Golden Age Arc I - The Egg of the King","2012-02-03",""
"46838","Tucker and Dale vs. Evil","2010-01-22",""
"16307","The Wicker Man","1973-12-01",""
"15392","Crossroads","1986-03-14",""
"8056","Train of Life","1998-09-16",""
"4147","Road to Perdition","2002-07-12",""
"90369","Now Is Good","2012-09-19",""
"9065","Europa","1991-06-27",""
"546121","Run","2020-11-20",""
"25793","Precious","2009-11-06",""
"488","The African Queen","1952-01-07",""
"212167","Patema Inverted","2013-11-09",""
"13949","Persuasion","2007-04-01",""
"658","Goldfinger","1964-09-20",""
"184","Jackie Brown","1997-12-25",""
"116","Match Point","2005-10-26",""
"399404","Darkest Hour","2017-11-22",""
"242643","Batman: Assault on Arkham","2014-08-12",""
"315635","Spider-Man: Homecoming","2017-07-05",""
"140823","Saving Mr. Banks","2013-11-29",""
"37799","The Social Network","2010-10-01",""
"3063","Duck Soup","1933-11-12",""
"342737","20th Century Women","2016-12-28",""
"276624","I Am a Hero","2016-04-23",""
"36040","Walkabout","1971-07-01",""
"14621","Lean On Me","1989-03-03",""
"88","Dirty Dancing","1987-08-21",""
"33436","The Brain","1969-03-07",""
"11673","Cyrano de Bergerac","1990-03-28",""
"874","A Man for All Seasons","1966-12-13",""
"934433","Scream VI","2023-03-08",""
"637693","Spirit Untamed","2021-05-20",""
"574093","Float","2019-11-12",""
"497698","Black Widow","2021-07-07",""
"476299","Ghostland","2018-03-14",""
"31023","Butterfly","1999-09-24",""
"14073","Jodhaa Akbar","2008-02-13",""
"10144","The Little Mermaid","1989-11-17",""
"283591","The Secret Scripture","2017-03-23",""
"11206","Wait Until Dark","1967-10-26",""
"6404","Nosferatu the Vampyre","1979-01-17",""
"1427","Perfume: The Story of a Murderer","2006-09-13",""
"409502","I'm Not Ashamed","2016-10-21",""
"132363","The Butler","2013-08-16",""
"82695","Les Mis?rables","2012-12-18",""
"9571","Dazed and Confused","1993-09-24",""
"570661","The Collini Case","2019-04-18",""
"545609","Extraction","2020-04-24",""
"416477","The Big Sick","2017-03-30",""
"265712","Stand by Me Doraemon","2014-08-08",""
"15601","Scooby-Doo! and the Cyber Chase","2001-10-09",""
"470","21 Grams","2003-09-06",""
"298582","Full Out","2015-09-11",""
"1429","25th Hour","2002-12-19",""
"425","Ice Age","2002-03-10",""
"818750","The In Between","2022-02-11",""
"535356","Elisa & Marcela","2019-05-24",""
"239877","The Mafia Kills Only in Summer","2013-11-28",""
"75656","Now You See Me","2013-05-29",""
"27275","G.O.R.A.","2004-11-12",""
"22803","Law Abiding Citizen","2009-10-15",""
"11644","Blow Out","1981-07-24",""
"484862","Scooby-Doo! & Batman: The Brave and the Bold","2018-01-31",""
"420809","Maleficent: Mistress of Evil","2019-10-16",""
"20620","Seconds","1966-10-05",""
"4816","Ghost Dog: The Way of the Samurai","1999-06-02",""
"2748","Journey to Italy","1954-09-07",""
"381","To Catch a Thief","1955-08-03",""
"376869","Neerja","2016-02-19",""
"9539","Martyrs","2008-09-03",""
"58","Pirates of the Caribbean: Dead Man's Chest","2006-07-06",""
"504608","Rocketman","2019-05-17",""
"259316","Fantastic Beasts and Where to Find Them","2016-11-16",""
"8996","Europa Europa","1990-11-14",""
"57361","The Yellow Sea","2010-12-22",""
"19673","Sexmission","1984-05-13",""
"14698","Suddenly, Last Summer","1959-12-22",""
"7862","The Counterfeiters","2007-03-22",""
"801","Good Morning, Vietnam","1987-12-23",""
"451751","American Satan","2017-10-13",""
"11943","Jeremiah Johnson","1972-09-10",""
"2860","Claire's Knee","1970-12-11",""
"250","In China They Eat Dogs","1999-09-10",""
"228","The Blue Angel","1930-04-01",""
"318846","The Big Short","2015-12-11",""
"169881","The Physician","2013-12-25",""
"41662","3 Women","1977-04-10",""
"1923","Twin Peaks: Fire Walk with Me","1992-06-03",""
"571468","Freaks Out","2021-10-28",""
"433498","Papillon","2017-09-07",""
"49051","The Hobbit: An Unexpected Journey","2012-11-26",""
"40794","Loose Cannons","2010-02-12",""
"23550","His Secret Life","2001-03-16",""
"11426","From Here to Eternity","1953-08-28",""
"3109","The Quiet Man","1952-07-21",""
"892","Delicatessen","1991-04-17",""
"483306","Dear Basketball","2017-04-23",""
"381288","Split","2016-11-15",""
"38528","Horse Fever","1976-10-29",""
"2666","Dark City","1998-02-27",""
"1791","The Piano Teacher","2001-09-05",""
"180","Minority Report","2002-06-20",""
"39148","Dragon Ball: The Path to Power","1996-03-04",""
"32574","Meet John Doe","1941-03-14",""
"6619","Death in Venice","1971-03-02",""
"420814","Christopher Robin","2018-08-02",""
"54138","Star Trek Into Darkness","2013-05-05",""
"4710","Masculin F?minin","1966-03-22",""
"550231","The Secret: Dare to Dream","2020-04-16",""
"10234","Funny Games","1997-09-11",""
"594","The Terminal","2004-06-17",""
"610120","Anima","2019-06-27",""
"304357","Woman in Gold","2015-03-20",""
"38602","Little Lord Fauntleroy","1980-12-01",""
"10857","When the Wind Blows","1986-10-24",""
"4543","Monty Python's The Meaning of Life","1983-03-31",""
"2841","A Very Long Engagement","2004-10-26",""
"2756","The Abyss","1989-08-09",""
"2639","Deconstructing Harry","1997-12-12",""
"690","Pickpocket","1959-12-16",""
"807196","Boiling Point","2021-07-05",""
"14551","Winchester '73","1950-07-12",""
"13479","A Charlie Brown Thanksgiving","1973-11-20",""
"134","O Brother, Where Art Thou?","2000-08-30",""
"587792","Palm Springs","2020-07-10",""
"38142","5 Centimeters per Second","2007-03-03",""
"15362","Mesrine: Public Enemy #1","2008-11-19",""
"13183","Watchmen","2009-03-04",""
"9589","Christiane F.","1981-04-02",""
"508763","A Dog's Way Home","2019-01-10",""
"809140","Father Stu","2022-04-13",""
"2977","Becoming Jane","2007-03-02",""
"594328","Phineas and Ferb: The Movie: Candace Against the Universe","2020-08-28",""
"498248","Mia and the White Lion","2018-08-02",""
"293670","The Wailing","2016-05-12",""
"20993","Brother 2","2000-05-11",""
"13008","An American Crime","2007-07-27",""
"11807","Jab We Met","2007-10-26",""
"483980","Z-O-M-B-I-E-S","2018-02-16",""
"323661","Mune: Guardian of the Moon","2015-02-05",""
"82690","Wreck-It Ralph","2012-11-01",""
"53565","Steamboat Willie","1928-11-18",""
"19120","Juliet of the Spirits","1965-10-22",""
"3080","Top Hat","1935-08-29",""
"377","A Nightmare on Elm Street","1984-11-09",""
"191714","The Lunchbox","2013-09-20",""
"11816","On Golden Pond","1981-12-01",""
"104","Run Lola Run","1998-03-03",""
"407449","Lucky","2017-09-29",""
"47653","The Immigrant","1917-06-17",""
"15255","Undisputed II: Last Man Standing","2006-04-11",""
"11948","Merry Christmas, Mr. Lawrence","1983-05-28",""
"965","The Magnificent Ambersons","1942-07-10",""
"47735","Summer with Monika","1953-02-09",""
"42726","A Man and a Woman","1966-05-27",""
"30061","Justice League: Crisis on Two Earths","2010-02-23",""
"16234","Batman Beyond: Return of the Joker","2000-12-12",""
"866","Finding Neverland","2004-10-17",""
"284689","Testament of Youth","2014-10-14",""
"77016","End of Watch","2012-09-20",""
"11963","Three Days of the Condor","1975-09-24",""
"10911","The Guns of Navarone","1961-04-27",""
"759","Gentlemen Prefer Blondes","1953-07-14",""
"318121","The Fundamentals of Caring","2016-06-16",""
"11502","Knife in the Water","1962-03-09",""
"10669","Deliverance","1972-08-18",""
"3131","Gangs of New York","2002-12-14",""
"26405","Wake in Fright","1971-07-21",""
"15384","Red Cliff Part II","2009-01-07",""
"987","The Front Page","1974-11-01",""
"590","The Hours","2002-12-27",""
"271674","Suite Fran?aise","2015-03-12",""
"112198","What's in a Name","2012-04-25",""
"36940","The First Beautiful Thing","2010-01-15",""
"902","The City of Lost Children","1995-08-17",""
"486947","The Guilty","2018-06-14",""
"122917","The Hobbit: The Battle of the Five Armies","2014-12-10",""
"21348","Kirikou and the Sorceress","1998-12-09",""
"3121","Nashville","1975-06-11",""
"508642","Gonjiam: Haunted Asylum","2018-03-28",""
"407448","Detroit","2017-07-28",""
"14554","Bad Day at Black Rock","1955-01-13",""
"11868","Dracula","1958-05-22",""
"6949","What's Up, Doc?","1972-03-09",""
"764","The Evil Dead","1981-09-10",""
"779","Vampyr","1932-05-06",""
"497582","Enola Holmes","2020-09-23",""
"403450","At War for Love","2016-10-27",""
"324552","John Wick: Chapter 2","2017-02-08",""
"167073","Brooklyn","2015-10-20",""
"2640","Heathers","1989-03-31",""
"653851","Devotion","2022-11-23",""
"390497","Tunnel","2016-08-10",""
"201676","My Little Pony: Equestria Girls","2013-06-16",""
"50848","The Names of Love","2010-11-24",""
"18785","The Hangover","2009-06-02",""
"604605","Hello World","2019-09-20",""
"540158","High Strung Free Dance","2018-09-13",""
"402693","100 Meters","2016-11-04",""
"79120","Weekend","2011-09-22",""
"34653","A Single Man","2009-10-19",""
"26030","Bob le Flambeur","1956-08-24",""
"15003","Chocolate","2008-02-06",""
"65229","Tomboy","2011-04-20",""
"7445","Brothers","2009-01-22",""
"2502","The Bourne Supremacy","2004-07-23",""
"396263","Gantz:O","2016-10-14",""
"360365","Tini: The New Life of Violetta","2016-05-04",""
"205587","The Judge","2014-10-08",""
"114150","Pitch Perfect","2012-09-28",""
"64246","Colorful","2010-08-21",""
"26842","The Message","1976-03-09",""
"13932","Jack-Jack Attack","2005-03-15",""
"11499","Frost/Nixon","2008-10-15",""
"10312","Patch Adams","1998-12-25",""
"16274","Holiday","1938-05-26",""
"9652","The Passenger","1975-02-28",""
"255","Stolen Kisses","1968-09-04",""
"30497","The Texas Chain Saw Massacre","1974-10-01",""
"837881","She Said","2022-11-17",""
"614696","#Alive","2020-06-24",""
"425373","The Miracle Season","2018-04-13",""
"408220","Justice League Dark","2017-01-24",""
"338766","Hell or High Water","2016-08-11",""
"259761","Lights Out","2013-12-30",""
"119450","Dawn of the Planet of the Apes","2014-06-26",""
"35838","Tristana","1970-03-29",""
"7979","The Kite Runner","2007-12-14",""
"4771","Gone Baby Gone","2007-06-06",""
"4043","Law of Desire","1987-02-07",""
"1414","Lovers of the Arctic Circle","1998-09-04",""
"356296","Suburra","2015-10-14",""
"306745","Freeheld","2015-10-02",""
"228194","The Hundred-Foot Journey","2014-08-06",""
"121642","Twice Born","2012-09-13",""
"21032","Balto","1995-12-22",""
"518896","Warriors of Future","2022-08-05",""
"400617","Phantom Thread","2017-12-25",""
"121875","In the House","2012-09-26",""
"73624","The Man from the Future","2011-09-02",""
"44264","True Grit","2010-12-22",""
"199","Star Trek: First Contact","1996-11-22",""
"785663","Old Henry","2021-10-01",""
"413279","Team Thor","2016-08-28",""
"10794","The Party","1968-04-04",""
"837","Videodrome","1983-02-04",""
"791177","Bones and All","2022-11-18",""
"440596","Kiss and Cry","2017-02-10",""
"140607","Star Wars: The Force Awakens","2015-12-15",""
"14447","A Matter of Loaf and Death","2008-12-03",""
